date,services,abbrev,time,filename_each,streetlevel_airtemp_c,turnstile_level_airtemp_c
071824,EFMR,71,M,"FLIR071824EFMR71M01, FLIR071824EFMR71M02, FLIR071824EFMR71M03",28.9,35.0
071824,EFMR,JH,M,"FLIR071824EFMRJHM01, FLIR071824EFMRJHM02, FLIR071824EFMRJHM03",29.9,33.5
071824,EFMR,QP,M,"FLIR071824EFMRQPM01, FLIR071824EFMRQPM02, FLIR071824EFMRQPM03",30.3,32.2
071824,EFMR,23,M,"FLIR071824EFMR23M01, FLIR071824EFMR23M02, FLIR071824EFMR23M03",31.4,
072424,EFMR,JC,M,"FLIR072424EFMRJCM01, FLIR072424EFMRJCM02, FLIR072424EFMRJCM03",28.9,33.4
072424,EFMR,JFK,M,"FLIR072424EFMRJFKM01, FLIR072424EFMRJFKM02, FLIR072424EFMRJFKM03, FLIR072424EFMRJFKM04",30.6,30.7
072424,EFMR,VW,M,"FLIR072424EFMRVWM01, FLIR072424EFMRVWM02, FLIR072424EFMRVWM03, FLIR072424EFMRVWM04",29.2,30.9
072424,EFMR,KG,M,"FLIR072424EFMRKGM01, FLIR072424EFMRKGM02, FLIR072424EFMRKGM03, FLIR072424EFMRKGM04",29.4,32.6
072424,EFMR,71,M,"FLIR072424EFMR71M01, FLIR072424EFMR71M02, FLIR072424EFMR71M03",29.6,34.7
072424,EFMR,JH,M,"FLIR072424EFMRJHM01, FLIR072424EFMRJHM02, FLIR072424EFMRJHM03",30.7,32.2
072424,EFMR,QP,M,"FLIR072424EFMRQPM01, FLIR072424EFMRQPM02, FLIR072424EFMRQPM03",28.3,30.4
072424,EFMR,23,M,"FLIR072424EFMR23M01, FLIR072424EFMR23M02",29.2,
072424,EFMR,JC,A,"FLIR072424EFMRJCA01, FLIR072424EFMRJCA02",30.7,34.0
072424,EFMR,JFK,A,"FLIR072424EFMRJFKA01, FLIR072424EFMRJFKA02, FLIR072424EFMRJFKA03",30.3,32.6
072424,EFMR,VW,A,"FLIR072424EFMRVWA01, FLIR072424EFMRVWA02, FLIR072424EFMRVWA03",31.5,31.6
072424,EFMR,KG,A,"FLIR072424EFMRKGA01, FLIR072424EFMRKGA02, FLIR072424EFMRKGA03",31.1,31.9
072424,EFMR,71,A,"FLIR072424EFMR71A01, FLIR072424EFMR71A02, FLIR072424EFMR71A03",31.2,34.2
072424,EFMR,JH,A,"FLIR072424EFMRJHA01, FLIR072424EFMRJHA02, FLIR072424EFMRJHA03",30.7,31.3
072424,EFMR,QP,A,"FLIR072424EFMRQPA01, FLIR072424EFMRQPA02",30.1,31.7
072424,EFMR,23,A,"FLIR072424EFMR23A01, FLIR072424EFMR23A02",29.7,
072524,EFMR,JC,M,"FLIR072524EFMRJCM01, FLIR072524EFMRJCM02, FLIR072524EFMRJCM03, FLIR072524EFMRJCM04",26.2,34.1
072524,EFMR,JFK,M,"FLIR072524EFMRJFKM01, FLIR072524EFMRJFKM02, FLIR072524EFMRJFKM03",30.4,32.2
072524,EFMR,VW,M,"FLIR072524EFMRVWM01, FLIR072524EFMRVWM02, FLIR072524EFMRVWM03",30.2,31.9
072524,EFMR,KG,M,"FLIR072524EFMRKGM01, FLIR072524EFMRKGM02, FLIR072524EFMRKGM03",29.6,31.4
072524,EFMR,71,M,"FLIR072524EFMR71M01, FLIR072524EFMR71M02, FLIR072524EFMR71M03",30.0,32.6
072524,EFMR,JH,M,"FLIR072524EFMRJHM01, FLIR072524EFMRJHM02, FLIR072524EFMRJHM03",31.2,31.3
072524,EFMR,QP,M,"FLIR072524EFMRQPM01, FLIR072524EFMRQPM02, FLIR072524EFMRQPM03",30.4,30.7
072524,EFMR,23,M,"FLIR072524EFMR23M01, FLIR072524EFMR23M02",30.3,
072524,EFMR,JC,M,"FLIR072524EFMRJCM01, FLIR072524EFMRJCM02, FLIR072524EFMRJCM03",30.8,35.2
072524,EFMR,JFK,M,"FLIR072524EFMRJFKM01, FLIR072524EFMRJFKM02",31.8,31.6
072524,EFMR,VW,M,"FLIR072524EFMRVWM01, FLIR072524EFMRVWM02, FLIR072524EFMRVWM03",30.3,30.5
072524,EFMR,KG,A,"FLIR072524EFMRKGA01, FLIR072524EFMRKGA02, FLIR072524EFMRKGA03",27.8,32.7
072524,EFMR,71,A,"FLIR072524EFMR71A01, FLIR072524EFMR71A02",31.7,33.8
072524,EFMR,JH,A,"FLIR072524EFMRJHA01, FLIR072524EFMRJHA02, FLIR072524EFMRJHA03",32.1,33.3
072524,EFMR,QP,A,"FLIR072524EFMRQPA01, FLIR072524EFMRQPA02, FLIR072524EFMRQPA03",30.2,31.1
072524,EFMR,23,A,"FLIR072524EFMR23A01, FLIR072524EFMR23A02, FLIR072524EFMR23A03",32.3,
071124,F,42,M,"FLIR071124F42M01, FLIR071124F42M02, FLIR071124F42M03, FLIR071124F42M04, FLIR071124F42M05",31.3,33.2
070824,FQ,96,M,"FLIR070824FQ96M01, FLIR070824FQ96M02, FLIR070824FQ96M03, FLIR070824FQ96M04, FLIR070824FQ96M05",30.7,30.2
070824,FQ,86,M,"FLIR070824FQ86M01, FLIR070824FQ86M02, FLIR070824FQ86M03",30.2,30.2
070824,FQ,72,A,"FLIR070824FQ72A01, FLIR070824FQ72A02",31.4,31.1
070824,FQ,63,A,"FLIR070824FQ63A01, FLIR070824FQ63A02, FLIR070824FQ63A03",31.6,31.3
070924,FQ,96,M,"FLIR070924FQ96M01, FLIR070924FQ96M02, FLIR070924FQ96M03, FLIR070924FQ96M04",30.7,28.9
070924,FQ,86,M,"FLIR070924FQ86M01, FLIR070924FQ86M02, FLIR070924FQ86M03, FLIR070924FQ86M04, FLIR070924FQ86M05, FLIR070924FQ86M06, FLIR070924FQ86M07",30.8,30.1
070924,FQ,72,A,"FLIR070924FQ72A01, FLIR070924FQ72A02, FLIR070924FQ72A03, FLIR070924FQ72A04",31.7,31.3
070924,FQ,63,A,"FLIR070924FQ63A01, FLIR070924FQ63A02, FLIR070924FQ63A03",32.1,31.8
071024,FQ,96,M,"FLIR071024FQ96M01, FLIR071024FQ96M02, FLIR071024FQ96M03, FLIR071024FQ96M04",31.3,31.6
071024,FQ,86,M,"FLIR071024FQ86M01, FLIR071024FQ86M02, FLIR071024FQ86M03, FLIR071024FQ86M04",31.4,31.1
071024,FQ,72,M,"FLIR071024FQ72M01, FLIR071024FQ72M02, FLIR071024FQ72M03, FLIR071024FQ72M04",32.1,31.4
071024,FQ,63,A,"FLIR071024FQ63A01, FLIR071024FQ63A02, FLIR071024FQ63A03, FLIR071024FQ63A04, FLIR071024FQ63A05",31.8,31.5
071524,FQ,96,M,"FLIR071524FQ96M01, FLIR071524FQ96M02, FLIR071524FQ96M03, FLIR071524FQ96M04, FLIR071524FQ96M05, FLIR071524FQ96M06, FLIR071524FQ96M07",28.8,27.9
071524,FQ,86,M,"FLIR071524FQ86M01, FLIR071524FQ86M02, FLIR071524FQ86M03, FLIR071524FQ86M04",31.2,30.5
071524,FQ,72,A,"FLIR071524FQ72A01, FLIR071524FQ72A02, FLIR071524FQ72A03, FLIR071524FQ72A04, FLIR071524FQ72A05, FLIR071524FQ72A06",31.4,31.1
071524,FQ,63,A,"FLIR071524FQ63A01, FLIR071524FQ63A02, FLIR071524FQ63A03, FLIR071524FQ63A04, FLIR071524FQ63A05, FLIR071524FQ63A06, FLIR071524FQ63A07",31.7,31.6
071624,FQ,96,M,"FLIR071624FQ96M01, FLIR071624FQ96M02, FLIR071624FQ96M03, FLIR071624FQ96M04",30.1,28.7
071624,FQ,86,M,"FLIR071624FQ86M01, FLIR071624FQ86M02, FLIR071624FQ86M03, FLIR071624FQ86M04",31.3,30.5
071624,FQ,72,M,"FLIR071624FQ72M01, FLIR071624FQ72M02, FLIR071624FQ72M03, FLIR071624FQ72M04, FLIR071624FQ72M05",32.0,31.6
071624,FQ,63,M,"FLIR071624FQ63M01, FLIR071624FQ63M02, FLIR071624FQ63M03, FLIR071624FQ63M04, FLIR071624FQ63M05, FLIR071624FQ63M06",32.0,31.6
071724,FQ,96,M,"FLIR071724FQ96M01, FLIR071724FQ96M02, FLIR071724FQ96M03, FLIR071724FQ96M04, FLIR071724FQ96M05, FLIR071724FQ96M06, FLIR071724FQ96M07, FLIR071724FQ96M08",30.6,30.6
071724,FQ,86,M,"FLIR071724FQ86M01, FLIR071724FQ86M02, FLIR071724FQ86M03, FLIR071724FQ86M04",31.3,30.8
071724,FQ,72,M,"FLIR071724FQ72M01, FLIR071724FQ72M02, FLIR071724FQ72M03, FLIR071724FQ72M04",31.8,31.6
071724,FQ,63,A,"FLIR071724FQ63A01, FLIR071724FQ63A02, FLIR071724FQ63A03, FLIR071724FQ63A04, FLIR071724FQ63A05, FLIR071724FQ63A06, FLIR071724FQ63A07",31.8,31.3
072224,FQ,96,M,"FLIR072224FQ96M01, FLIR072224FQ96M02, FLIR072224FQ96M03, FLIR072224FQ96M04, FLIR072224FQ96M05, FLIR072224FQ96M06",29.6,29.0
072224,FQ,86,M,"FLIR072224FQ86M01, FLIR072224FQ86M02, FLIR072224FQ86M03, FLIR072224FQ86M04, FLIR072224FQ86M05, FLIR072224FQ86M06",31.3,30.6
072224,FQ,72,M,"FLIR072224FQ72M01, FLIR072224FQ72M02, FLIR072224FQ72M03, FLIR072224FQ72M04, FLIR072224FQ72M05",31.0,31.1
072224,FQ,63,A,"FLIR072224FQ63A01, FLIR072224FQ63A02, FLIR072224FQ63A03, FLIR072224FQ63A04, FLIR072224FQ63A05",31.4,31.2
072224,FQ,42,A,"FLIR072224FQ42A01, FLIR072224FQ42A02, FLIR072224FQ42A03, FLIR072224FQ42A04, FLIR072224FQ42A05, FLIR072224FQ42A06",32.9,
072424,FQ,96,M,"FLIR072424FQ96M01, FLIR072424FQ96M02, FLIR072424FQ96M03",27.9,27.4
072424,FQ,86,M,"FLIR072424FQ86M01, FLIR072424FQ86M02, FLIR072424FQ86M03, FLIR072424FQ86M04",30.9,30.4
072424,FQ,72,M,"FLIR072424FQ72M01, FLIR072424FQ72M02, FLIR072424FQ72M03, FLIR072424FQ72M04, FLIR072424FQ72M05",30.7,30.6
072424,FQ,63,A,"FLIR072424FQ63A01, FLIR072424FQ63A02, FLIR072424FQ63A03, FLIR072424FQ63A04",31.0,30.7
072524,FQ,96,M,"FLIR072524FQ96M01, FLIR072524FQ96M02, FLIR072524FQ96M03, FLIR072524FQ96M04, FLIR072524FQ96M05",29.6,29.1
072524,FQ,86,M,"FLIR072524FQ86M01, FLIR072524FQ86M02, FLIR072524FQ86M03, FLIR072524FQ86M04, FLIR072524FQ86M05",31.3,31.1
072524,FQ,72,M,"FLIR072524FQ72M01, FLIR072524FQ72M02, FLIR072524FQ72M03, FLIR072524FQ72M04",31.5,31.8
072524,FQ,63,A,"FLIR072524FQ63A01, FLIR072524FQ63A02, FLIR072524FQ63A03, FLIR072524FQ63A04, FLIR072524FQ63A05",32.1,32.0
071124,FQ,96,M,"FLIR071124FQ96M01, FLIR071124FQ96M02, FLIR071124FQ96M03, FLIR071124FQ96M04, FLIR071124FQ96M05",29.4,28.1
071124,FQ,86,M,"FLIR071124FQ86M01, FLIR071124FQ86M02, FLIR071124FQ86M03, FLIR071124FQ86M04",28.9,28.0
071124,FQ,72,M,"FLIR071124FQ72M01, FLIR071124FQ72M02, FLIR071124FQ72M03, FLIR071124FQ72M04",31.2,30.2
071124,FQ,63,M,"FLIR071124FQ63M01, FLIR071124FQ63M02, FLIR071124FQ63M03, FLIR071124FQ63M04",31.8,31.6
072924,FQ,96,M,"FLIR072924FQ96M01, FLIR072924FQ96M02, FLIR072924FQ96M03, FLIR072924FQ96M04",29.3,29.5
072924,FQ,86,M,"FLIR072924FQ86M01, FLIR072924FQ86M02, FLIR072924FQ86M03",29.3,28.4
072924,FQ,72,M,"FLIR072924FQ72M01, FLIR072924FQ72M02, FLIR072924FQ72M03",29.8,29.2
072924,FQ,63,M,"FLIR072924FQ63M01, FLIR072924FQ63M02, FLIR072924FQ63M03",30.4,30.7
073024,FQ,96,M,"FLIR073024FQ96M01, FLIR073024FQ96M02, FLIR073024FQ96M03",31.1,29.8
073024,FQ,86,M,"FLIR073024FQ86M01, FLIR073024FQ86M02, FLIR073024FQ86M03",29.8,28.6
073024,FQ,72,M,"FLIR073024FQ72M01, FLIR073024FQ72M02, FLIR073024FQ72M03",30.1,29.7
073024,FQ,63,M,"FLIR073024FQ63M01, FLIR073024FQ63M02, FLIR073024FQ63M03",30.8,30.6
073124,FQ,63,M,"FLIR073124FQ63M01, FLIR073124FQ63M02, FLIR073124FQ63M03",30.9,30.9
080124,FQ,96,M,"FLIR080124FQ96M01, FLIR080124FQ96M02, FLIR080124FQ96M03",29.1,25.6
080124,FQ,86,M,"FLIR080124FQ86M01, FLIR080124FQ86M02, FLIR080124FQ86M03",30.4,28.2
080124,FQ,72,M,"FLIR080124FQ72M01, FLIR080124FQ72M02, FLIR080124FQ72M03",30.8,29.7
080124,FQ,63,M,"FLIR080124FQ63M01, FLIR080124FQ63M02",32.1,30.6
070224,NR,59,A,FLIR070224NR59A01,27.8,
070224,NR,59,A,FLIR070224NR59A01,29.4,
070324,NR,59,M,FLIR070324NR59M01,28.6,
070324,NR,59,A,"FLIR070324NR59A01, FLIR070324NR59A02",28.8,
070824,NR,59,M,"FLIR070824NR59M01, FLIR070824NR59M02, FLIR070824NR59M03",32.5,
070824,NR,59,A,"FLIR070824NR59A01, FLIR070824NR59A02, FLIR070824NR59A03",33.7,
070924,NR,59,M,"FLIR070924NR59M01, FLIR070924NR59M02, FLIR070924NR59M03",33.1,
070924,NR,59,A,"FLIR070924NR59A01, FLIR070924NR59A02, FLIR070924NR59A03",32.5,
071024,NR,59,M,"FLIR071024NR59M01, FLIR071024NR59M02, FLIR071024NR59M03",32.1,
071024,NR,59,A,"FLIR071024NR59A01, FLIR071024NR59A02, FLIR071024NR59A03",33.4,
071124,NR,59,M,"FLIR071124NR59M01, FLIR071124NR59M02, FLIR071124NR59M03",31.7,
071524,NR,59,M,"FLIR071524NR59M01, FLIR071524NR59M02, FLIR071524NR59M03",29.6,
071524,NR,59,A,"FLIR071524NR59A01, FLIR071524NR59A02, FLIR071524NR59A03",34.4,
071624,NR,59,M,"FLIR071624NR59M01, FLIR071624NR59M02",33.6,
071624,NR,59,A,"FLIR071624NR59A01, FLIR071624NR59A02, FLIR071624NR59A03",34.2,
071824,NR,59,M,"FLIR071824NR59M01, FLIR071824NR59M02, FLIR071824NR59M03",28.9,
072224,NR,59,M,"FLIR072224NR59M01, FLIR072224NR59M02",30.4,
072224,NR,59,A,"FLIR072224NR59A01, FLIR072224NR59A02, FLIR072224NR59A03",32.4,
072424,NR,59,M,"FLIR072424NR59M01, FLIR072424NR59M02",31.3,
072424,NR,59,A,"FLIR072424NR59A01, FLIR072424NR59A02",30.0,
072524,NR,59,M,"FLIR072524NR59M01, FLIR072524NR59M02",28.7,
072524,NR,59,A,"FLIR072524NR59A01, FLIR072524NR59A02",29.9,
072924,NR,59,M,"FLIR072924NR59M01, FLIR072924NR59M02",30.1,
073024,NR,59,M,"FLIR073024NR59M01, FLIR073024NR59M02, FLIR073024NR59M03",31.4,
073024,NR,59,A,"FLIR073024NR59A01, FLIR073024NR59A02, FLIR073024NR59A03",33.6,
080124,NR,59,M,"FLIR080124NR59M01, FLIR080124NR59M02, FLIR080124NR59M03",31.7,
080124,NR,59,A,"FLIR080124NR59A01, FLIR080124NR59A02",33.9,
070224,R,95,M,FLIR070224R95M01,29.2,
070224,R,86,M,FLIR070224R86M01,28.9,
070224,R,77,A,FLIR070224R77A01,29.7,
070224,R,BRA,A,FLIR070224RBRAA01,29.8,
070224,R,53,A,FLIR070224R53A01,28.9,
070224,R,45,A,FLIR070224R45A01,28.9,
070224,R,36,A,FLIR070224R36A01,29.4,
070224,R,25,A,FLIR070224R25A01,29.5,
070224,R,PA,A,FLIR070224RPAA01,28.8,
070224,R,4A9S,A,FLIR070224R4A9SA01,28.8,
070224,R,US,A,FLIR070224RUSA01,28.4,
070224,R,95,A,FLIR070224R95A01,28.4,
070224,R,77,A,FLIR070224R77A01,29.1,
070224,R,45,A,FLIR070224R45A01,30.7,
070224,R,25,A,FLIR070224R25A01,30.6,
070224,R,PA,A,FLIR070224RPAA01,29.7,
070224,R,4A9S,A,FLIR070224R4A9SA01,30.5,
070224,R,US,A,FLIR070224RUSA01,30.3,
070324,R,95,M,"FLIR070324R95M01, FLIR070324R95M02",29.3,
070324,R,86,M,"FLIR070324R86M01, FLIR070324R86M02",27.4,
070324,R,77,M,FLIR070324R77M01,28.1,
070324,R,BRA,M,FLIR070324RBRAM01,28.1,
070324,R,53,M,"FLIR070324R53M01, FLIR070324R53M02",28.7,
070324,R,45,M,FLIR070324R45M01,28.2,
070324,R,25,M,"FLIR070324R25M01, FLIR070324R25M02",28.9,
070324,R,PA,M,"FLIR070324RPAM01, FLIR070324RPAM02",30.2,
070324,R,4A9S,M,"FLIR070324R4A9SM01, FLIR070324R4A9SM02",29.7,
070324,R,US,A,"FLIR070324RUSA01, FLIR070324RUSA02",27.9,
070324,R,95,A,"FLIR070324R95A01, FLIR070324R95A02",30.2,
070324,R,86,A,"FLIR070324R86A01, FLIR070324R86A02",28.2,
070324,R,77,A,"FLIR070324R77A01, FLIR070324R77A02",28.5,
070324,R,BRA,A,"FLIR070324RBRAA01, FLIR070324RBRAA02",30.2,
070324,R,53,A,"FLIR070324R53A01, FLIR070324R53A02",29.5,
070324,R,45,A,"FLIR070324R45A01, FLIR070324R45A02",29.3,
070324,R,25,A,"FLIR070324R25A01, FLIR070324R25A02",29.6,
070324,R,PA,A,"FLIR070324RPAA01, FLIR070324RPAA02",30.2,
070324,R,4A9S,A,"FLIR070324R4A9SA01, FLIR070324R4A9SA02",29.5,
070324,R,US,A,"FLIR070324RUSA01, FLIR070324RUSA02",31.0,
070824,R,95,M,"FLIR070824R95M01, FLIR070824R95M02",30.9,
070824,R,86,M,"FLIR070824R86M01, FLIR070824R86M02, FLIR070824R86M03",33.4,
070824,R,77,M,"FLIR070824R77M01, FLIR070824R77M02, FLIR070824R77M03",31.9,
070824,R,BRA,M,"FLIR070824RBRAM01, FLIR070824RBRAM02, FLIR070824RBRAM03",33.1,
070824,R,53,M,"FLIR070824R53M01, FLIR070824R53M02, FLIR070824R53M03",32.4,
070824,R,45,M,"FLIR070824R45M01, FLIR070824R45M02, FLIR070824R45M03",32.4,
070824,R,25,M,"FLIR070824R25M01, FLIR070824R25M02, FLIR070824R25M03",32.6,
070824,R,36,M,"FLIR070824R36M01, FLIR070824R36M02, FLIR070824R36M03, FLIR070824R36M04",32.6,
070824,R,4A9S,M,"FLIR070824R4A9SM01, FLIR070824R4A9SM02, FLIR070824R4A9SM03",32.7,
070824,R,US,M,"FLIR070824RUSM01, FLIR070824RUSM02, FLIR070824RUSM03",33.1,
070824,R,95,A,"FLIR070824R95A01, FLIR070824R95A02, FLIR070824R95A03",33.0,
070824,R,86,A,"FLIR070824R86A01, FLIR070824R86A02, FLIR070824R86A03",32.3,
070824,R,77,A,"FLIR070824R77A01, FLIR070824R77A02, FLIR070824R77A03",34.0,
070824,R,BRA,A,"FLIR070824RBRAA01, FLIR070824RBRAA02, FLIR070824RBRAA03",33.6,
070824,R,53,A,"FLIR070824R53A01, FLIR070824R53A02, FLIR070824R53A03, FLIR070824R53A04",31.7,
070824,R,BRA,A,"FLIR070824RBRAA01, FLIR070824RBRAA02, FLIR070824RBRAA03",33.3,
070824,R,36,A,"FLIR070824R36A01, FLIR070824R36A02, FLIR070824R36A03",33.9,
070824,R,25,A,"FLIR070824R25A01, FLIR070824R25A02, FLIR070824R25A03, FLIR070824R25A04",33.4,
070824,R,PA,A,"FLIR070824RPAA01, FLIR070824RPAA02, FLIR070824RPAA03",31.9,
070824,R,4A9S,A,"FLIR070824R4A9SA01, FLIR070824R4A9SA02, FLIR070824R4A9SA03",32.4,
070824,R,US,A,"FLIR070824RUSA01, FLIR070824RUSA02, FLIR070824RUSA03",32.8,
070924,R,95,M,"FLIR070924R95M01, FLIR070924R95M02",34.2,
070924,R,86,M,"FLIR070924R86M01, FLIR070924R86M02, FLIR070924R86M03",30.3,
070924,R,77,M,"FLIR070924R77M01, FLIR070924R77M02, FLIR070924R77M03",30.9,
070924,R,BRA,M,"FLIR070924RBRAM01, FLIR070924RBRAM02, FLIR070924RBRAM03",32.9,
070924,R,53,M,"FLIR070924R53M01, FLIR070924R53M02, FLIR070924R53M03",32.7,
070924,R,45,M,"FLIR070924R45M01, FLIR070924R45M02, FLIR070924R45M03",31.7,
070924,R,25,M,"FLIR070924R25M01, FLIR070924R25M02, FLIR070924R25M03",33.4,
070924,R,PA,M,"FLIR070924RPAM01, FLIR070924RPAM02, FLIR070924RPAM03",32.2,
070924,R,4A9S,M,"FLIR070924R4A9SM01, FLIR070924R4A9SM02, FLIR070924R4A9SM03",31.8,
070924,R,US,A,"FLIR070924RUSA01, FLIR070924RUSA02, FLIR070924RUSA03",31.9,
070924,R,95,A,"FLIR070924R95A01, FLIR070924R95A02, FLIR070924R95A03",32.9,
070924,R,86,A,"FLIR070924R86A01, FLIR070924R86A02, FLIR070924R86A03",30.6,
070924,R,77,A,"FLIR070924R77A01, FLIR070924R77A02, FLIR070924R77A03",31.7,
070924,R,BRA,A,"FLIR070924RBRAA01, FLIR070924RBRAA02, FLIR070924RBRAA03, FLIR070924RBRAA04",30.4,
070924,R,53,A,"FLIR070924R53A01, FLIR070924R53A02, FLIR070924R53A03",31.4,
070924,R,45,A,"FLIR070924R45A01, FLIR070924R45A02, FLIR070924R45A03",32.5,
070924,R,25,A,"FLIR070924R25A01, FLIR070924R25A02, FLIR070924R25A03",33.3,
070924,R,PA,A,"FLIR070924RPAA01, FLIR070924RPAA02, FLIR070924RPAA03",32.9,
070924,R,4A9S,A,"FLIR070924R4A9SA01, FLIR070924R4A9SA02, FLIR070924R4A9SA03",33.4,
070924,R,US,A,"FLIR070924RUSA01, FLIR070924RUSA02, FLIR070924RUSA03",33.1,
071024,R,95,M,"FLIR071024R95M01, FLIR071024R95M02, FLIR071024R95M03",32.9,
071024,R,86,M,"FLIR071024R86M01, FLIR071024R86M02, FLIR071024R86M03",30.5,
071024,R,77,M,"FLIR071024R77M01, FLIR071024R77M02, FLIR071024R77M03",31.8,
071024,R,BRA,M,"FLIR071024RBRAM01, FLIR071024RBRAM02, FLIR071024RBRAM03",31.2,
071024,R,53,M,"FLIR071024R53M01, FLIR071024R53M02, FLIR071024R53M03",32.8,
071024,R,45,M,"FLIR071024R45M01, FLIR071024R45M02, FLIR071024R45M03",30.9,
071024,R,25,M,"FLIR071024R25M01, FLIR071024R25M02, FLIR071024R25M03",32.4,
071024,R,PA,M,"FLIR071024RPAM01, FLIR071024RPAM02, FLIR071024RPAM03",32.6,
071024,R,4A9S,M,"FLIR071024R4A9SM01, FLIR071024R4A9SM02, FLIR071024R4A9SM03",31.4,
071024,R,US,M,"FLIR071024RUSM01, FLIR071024RUSM02, FLIR071024RUSM03",32.1,
071024,R,BRA,A,"FLIR071024RBRAA01, FLIR071024RBRAA02, FLIR071024RBRAA03",37.9,
071024,R,86,A,"FLIR071024R86A01, FLIR071024R86A02, FLIR071024R86A03",31.6,
071024,R,77,A,"FLIR071024R77A01, FLIR071024R77A02, FLIR071024R77A03",31.6,
071024,R,BRA,A,"FLIR071024RBRAA01, FLIR071024RBRAA02, FLIR071024RBRAA03",32.5,
071024,R,53,A,"FLIR071024R53A01, FLIR071024R53A02, FLIR071024R53A03",33.2,
071024,R,45,A,"FLIR071024R45A01, FLIR071024R45A02, FLIR071024R45A03",33.2,
071024,R,25,A,"FLIR071024R25A01, FLIR071024R25A02, FLIR071024R25A03",33.7,
071024,R,PA,A,"FLIR071024RPAA01, FLIR071024RPAA02, FLIR071024RPAA03",33.3,
071024,R,4A9S,A,"FLIR071024R4A9SA01, FLIR071024R4A9SA02, FLIR071024R4A9SA03, FLIR071024R4A9SA04",32.8,
071024,R,US,A,"FLIR071024RUSA01, FLIR071024RUSA02, FLIR071024RUSA03",33.4,
071124,R,95,M,"FLIR071124R95M01, FLIR071124R95M02, FLIR071124R95M03",32.5,
071124,R,77,M,"FLIR071124R77M01, FLIR071124R77M02, FLIR071124R77M03",31.4,
071124,R,BRA,M,"FLIR071124RBRAM01, FLIR071124RBRAM02, FLIR071124RBRAM03",29.4,
071124,R,53,M,"FLIR071124R53M01, FLIR071124R53M02, FLIR071124R53M03, FLIR071124R53M04",31.6,
071124,R,45,M,"FLIR071124R45M01, FLIR071124R45M02, FLIR071124R45M03",30.3,
071124,R,25,M,"FLIR071124R25M01, FLIR071124R25M02, FLIR071124R25M03",32.0,
071124,R,PA,M,"FLIR071124RPAM01, FLIR071124RPAM02, FLIR071124RPAM03, FLIR071124RPAM04",29.6,
071124,R,4A9S,M,"FLIR071124R4A9SM01, FLIR071124R4A9SM02, FLIR071124R4A9SM03",30.2,
071124,R,US,A,"FLIR071124RUSA01, FLIR071124RUSA02, FLIR071124RUSA03",30.7,
071524,R,95,M,"FLIR071524R95M01, FLIR071524R95M02, FLIR071524R95M03, FLIR071524R95M04",32.1,
071524,R,86,M,"FLIR071524R86M01, FLIR071524R86M02",30.6,
071524,R,77,M,"FLIR071524R77M01, FLIR071524R77M02",30.9,
071524,R,BRA,M,"FLIR071524RBRAM01, FLIR071524RBRAM02, FLIR071524RBRAM03",31.7,
071524,R,53,M,"FLIR071524R53M01, FLIR071524R53M02, FLIR071524R53M03",31.6,
071524,R,45,M,"FLIR071524R45M01, FLIR071524R45M02, FLIR071524R45M03",32.3,
071524,R,25,M,"FLIR071524R25M01, FLIR071524R25M02, FLIR071524R25M03",32.3,
071524,R,PA,M,"FLIR071524RPAM01, FLIR071524RPAM02, FLIR071524RPAM03",33.3,
071524,R,4A9S,M,"FLIR071524R4A9SM01, FLIR071524R4A9SM02, FLIR071524R4A9SM03",32.3,
071524,R,US,A,"FLIR071524RUSA01, FLIR071524RUSA02, FLIR071524RUSA03",31.8,
071524,R,95,A,"FLIR071524R95A01, FLIR071524R95A02",33.1,
071524,R,86,A,"FLIR071524R86A01, FLIR071524R86A02, FLIR071524R86A03",32.1,
071524,R,77,A,"FLIR071524R77A01, FLIR071524R77A02, FLIR071524R77A03",33.4,
071524,R,BRA,A,"FLIR071524RBRAA01, FLIR071524RBRAA02, FLIR071524RBRAA03",33.6,
071524,R,53,A,"FLIR071524R53A01, FLIR071524R53A02, FLIR071524R53A03",34.1,
071524,R,45,A,"FLIR071524R45A01, FLIR071524R45A02, FLIR071524R45A03, FLIR071524R45A04",34.5,
071524,R,25,A,"FLIR071524R25A01, FLIR071524R25A02, FLIR071524R25A03",34.1,
071524,R,PA,A,"FLIR071524RPAA01, FLIR071524RPAA02, FLIR071524RPAA03",33.3,
071524,R,4A9S,A,"FLIR071524R4A9SA01, FLIR071524R4A9SA02, FLIR071524R4A9SA03",34.1,
071524,R,US,A,"FLIR071524RUSA01, FLIR071524RUSA02, FLIR071524RUSA03",35.4,
071624,R,95,M,"FLIR071624R95M01, FLIR071624R95M02, FLIR071624R95M03",35.1,
071624,R,86,M,"FLIR071624R86M01, FLIR071624R86M02",32.8,
071624,R,77,M,"FLIR071624R77M01, FLIR071624R77M02",33.2,
071624,R,59,M,"FLIR071624R59M01, FLIR071624R59M02",33.7,
071624,R,53,M,"FLIR071624R53M01, FLIR071624R53M02",32.2,
071624,R,45,M,"FLIR071624R45M01, FLIR071624R45M02",34.0,
071624,R,25,M,"FLIR071624R25M01, FLIR071624R25M02, FLIR071624R25M03",34.3,
071624,R,PA,M,"FLIR071624RPAM01, FLIR071624RPAM02",33.3,
071624,R,4A9S,M,"FLIR071624R4A9SM01, FLIR071624R4A9SM02, FLIR071624R4A9SM03",33.7,
